"lead_id","business_name","location","sector","business_type","phone","public_email","email_source_url","main_online_presence_url","website_status","lead_score","suitable_website_feature","research_date","status","notes"
"ce0bedd6bc7e","Bow Wow Scotland Dog Grooming Studio","?","dog grooming","Unclear","01324 430018","hello@bowwowscotland.co.uk","","https://www.google.com/maps/place/Bow+Wow+Scotland+Dog+Grooming+Studio/data=!4m7!3m6!1s0x488864c8c8b7db47:0x35ef30ddf1e0bb0f!8m2!3d56.0245916!4d-3.9106056!16s%2Fg%2F1tgj8dbp!19sChIJR9u3yMhkiEgRD7vg8d0w7zU?authuser=0&hl=en&rclk=1","No website found","6","booking + gallery","2026-06-11","DRAFT_CREATED","Lead stylist: Jemma - email template created"
"aba350fc50e6","Snoopies dog grooming and home boarding falkirk","107 A883Closed","dog grooming","Unclear","07919 412550","brionywheeler@hotmail.co.uk","https://www.facebook.com/SnoopiesDogGrooming/","https://www.google.com/maps/place/Snoopies+dog+grooming+and+home+boarding+falkirk/data=!4m7!3m6!1s0x48887b96e4d2f4c5:0xdfd04ef658eb2d8f!8m2!3d56.0245916!4d-3.9106056!16s%2Fg%2F1yh9tx5f3!19sChIJxfTS5JZ7iEgRjy3rWPZO0N8?authuser=0&hl=en&rclk=1","No website found","6","booking + gallery","2026-06-11","DRAFT_CREATED","personal email found - draft created"
"a07a2c74a07d","The Groom Studio Cumbernauld","Hornbeam RdCloses soon","dog grooming","Unclear","07388 909114","thedogstudiocumbernauld@gmail.com","https://www.instagram.com/thegroomstudiocumbernauld/","https://www.google.com/maps/place/The+Groom+Studio+Cumbernauld/data=!4m7!3m6!1s0x48886537a7369c63:0xacb1ca7c844bce73!8m2!3d55.9631017!4d-3.9476384!16s%2Fg%2F11w7pwvlk8!19sChIJY5w2pzdliEgRc85LhHzKsaw?authuser=0&hl=en&rclk=1","No website found","6","booking + gallery","2026-06-11","DRAFT_CREATED","semi-generic email found - draft created"
"dw001a3f9c21","Dog Grooming By Zoe","Carronshore, Falkirk","dog grooming","Sole trader","","zoejohnson18@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","gallery + booking form","2026-06-11","OUTREACHED","Draft created"
"dw002b4e8d32","SouthPaw Dog Walking","Falkirk / Stirling / Alloa","dog walking","Sole trader","","Southpawdogwalks@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw003c5f7e43","The Pet Assistant Falkirk","Falkirk","pet sitting","Sole trader","","margaret-frances-quinn@hotmail.co.uk","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw004d6a8f54","North Walks","Larbert / Falkirk","dog walking","Sole trader","","Leahnorth1990@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw005e7b9065","Furbuddy Pet Sitter Falkirk","Falkirk","pet sitting","Sole trader","","furbuddypetsitter@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + booking","2026-06-11","OUTREACHED","Draft created"
"dw006f8c0176","Playful Paws Petcare","Bathgate, West Lothian","pet care","Sole trader","","playfulpawspetcare13@yahoo.co.uk","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw00709d1287","Dog Walking by PRWI","Bathgate, West Lothian","dog walking","Sole trader","","bathgatedogwalking@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0081ae2398","Carolyn's Crufts","East Kilbride, South Lanarkshire","dog walking","Sole trader","","carlydal57@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0092bf34a9","Furry Faces Fife","Newport-on-Tay, East Fife","dog walking","Sole trader","","georgiemuir@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw010a3c45ba","Clarty Pawz","Kirkcaldy, Fife","dog walking","Sole trader","","clartypawz@outlook.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw011b4d56cb","Dusty's Dog Walking","Anniesland, Glasgow","dog walking","Sole trader","","julienne@ntlworld.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw012c5e67dc","Lors Dog Walking","Bridge of Don, Aberdeen","dog walking","Sole trader","","lorraine.pearson@icloud.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw013d6f78ed","Tails and Treks","Inverurie, Aberdeenshire","dog walking","Sole trader","","tailsandtreksdogs@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + booking","2026-06-11","OUTREACHED","Draft created"
"dw014e7089fe","Crew Cuts dog grooming","Parkhead, Glasgow","dog grooming","Sole trader","","Crew.cuts21@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","gallery + booking form","2026-06-11","OUTREACHED","Draft created"
"dw015f819a0f","Muddy Paws","Peterhead, Aberdeenshire","dog walking","Sole trader","","kristina_baldwin@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw016092ab10","Drumonagh Labradors","East Kilbride / Hamilton","dog walking","Sole trader","","walksandwishes@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0171a3bc21","PetTrekz","Inverkip / Largs / Gourock, Renfrewshire","dog walking","Sole trader","","kezmcinnes@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + area map","2026-06-11","OUTREACHED","Draft created"
"dw0182b4cd32","FUNNYBONES","Paisley, Renfrewshire","dog walking","Sole trader","","funnybones444@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0193c5de43","Saggy Tails","Renfrew","dog walking","Sole trader","","Elizabeththomson40@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0204d6ef54","Take the Lead","Erskine / Bishopton, Renfrewshire","dog walking","Sole trader","","joanne.duggan1@yahoo.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0215e7f065","Treks and Tails","Milngavie / Bearsden, East Dunbartonshire","dog walking","Sole trader","","treks_tails@yahoo.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0226f80176","A.T. Dog Walking","Cupar, Fife","dog walking","Sole trader","","atdogwalking@yahoo.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw02370a1287","4Paws Dog Walking","Dunfermline, Fife","dog walking","Sole trader","","petsupplies4paws@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + booking","2026-06-11","OUTREACHED","Draft created"
"dw02481a2398","Walkies Galore","Inverness, Highland","dog walking","Sole trader","","stromelodge@talktalk.net","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw025092b34a","Happy Tails","Johnstone / Paisley, Renfrewshire","dog walking","Sole trader","","happy-tails16@outlook.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw0260a3c45b","All About Dogs Renfrew","Renfrew / Erskine","dog walking","Sole trader","","broadloan@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw027b4d56cb","Mucky Pups","Dumfries, Dumfriesshire","dog walking","Sole trader","","beth155williams@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"dw028c5e67dc","Rainbow Pet Project","East Lothian / Edinburgh","pet services","Sole trader","","niinax@live.co.uk","https://dogwalkerdirectory.co.uk","","No website found","8","services + booking","2026-06-11","OUTREACHED","Draft created"
"da029e3f4b1c","Walkies Nairn","Auldearn / Cawdor / Nairn, Nairnshire","dog walking","Sole trader","","walkiesnairn@outlook.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"eb13af504c2d","Pets Care Ayrshire","Alloway / Ayr / Prestwick, Ayrshire","dog walking / pet sitting","Sole trader","","pets_care@hotmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"fc24b0615d3e","Doggies Days Out","Airdrie / Bellshill / Hamilton / Motherwell, Lanarkshire","dog walking","Sole trader","","manda091234@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"0d35c1726e4f","Pawfect Holidog Services","Bathgate, West Lothian","dog boarding / walking","Sole trader","","pawfectholidog@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"1e46d2837f50","Top of the Walks","Bo'ness / Grangemouth, Stirlingshire","dog walking / pet sitting","Sole trader","","topofthewalks@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"2f57e3948061","Munro's Mutts","Banknock / Bonnybridge / Denny / Falkirk, Stirlingshire","dog walking","Sole trader","","munrosmutts@icloud.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"3068f4a59172","Maggie's Dog Walking","Aberdeen / Balmedie / Bridge of Don, Aberdeenshire","dog walking / pet sitting","Sole trader","","maggiesdogwalking@hotmail.co.uk","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"41790b6a0283","Wilco's Walkers","Aberdeen, Aberdeenshire","dog walking","Sole trader","","Wilcoswalkers@gmail.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"528a0c7b1394","Ark Angels Pet Care","Ellon / Maud / New Deer / Newburgh, Aberdeenshire","dog walking / pet care","Sole trader","","amb8660@outlook.com","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"639b1d8c24a5","Crammondkirk Dog Walking","Broxburn / Kirkliston / Winchburgh, West Lothian","dog walking","Sole trader","","crammondkirk@aol.co.uk","https://dogwalkerdirectory.co.uk","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"740c2e9d35b6","Dotty's Dog Walking","Birmingham","dog walking","Sole trader","","dottysdogwalkingservices@gmail.com","https://www.facebook.com/dottysdogwalkingservices/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"851d3fa046c7","Walkden Dog Walking","Manchester","dog walking","Sole trader","","missyfrankie@gmail.com","https://www.facebook.com/walkdendogwalking/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"962e4gb157d8","Emma's Dog Walking","Cofton Hackett, Worcestershire","dog walking","Sole trader","","emmaenock72@gmail.com","https://www.facebook.com/emmaenockdogwalker/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"a73f5hc268e9","Cooper & Co Dog Walking","Barlaston, Staffordshire","dog walking","Sole trader","","cooperandcodogwalking@gmail.com","https://www.facebook.com/cooperandcodogwalkingbarlaston/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"b84g6id379fa","Clean Break services","Leeds","domestic cleaning","Sole trader","","cleanbreaksvs@gmail.com","https://www.facebook.com/cleanbreaksvs/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"c95h7je48agb","Monsters and Co","London, NW11","dog grooming","Sole trader","","Muchu.pets@gmail.com","https://www.facebook.com/monstersandco.petservices/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"da6i8kf59bhc","The Pet Salon","Easington, County Durham","dog grooming","Sole trader","","thepetsalon25@hotmail.com","https://www.facebook.com/thepetsalon25/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"eb7j9lg6acid","Greenways Home Dog Boarding","Bristol","dog boarding","Sole trader","","greenwaysdogboarding@hotmail.com","https://www.facebook.com/GreenwaysHomeDogBoardingandGrooming/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"fc8k0mh7bdje","Maddie's Home from Home","Northampton","dog boarding","Sole trader","","maddiesdogwalkingnorthampton@gmail.com","https://www.facebook.com/maddieshomefromhome/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"gd9l1ni8cekf","The Blonde Plumber","Crewe, Cheshire","plumbing","Sole trader","","carlygas88@gmail.com","https://www.facebook.com/theblondeplumbercarly/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"3a4b5c6d7e8f","Little Paws Dog Grooming Huddersfield","Huddersfield, West Yorkshire","dog grooming","Sole trader","","anna.lis12@hotmail.com","https://www.facebook.com/LittlePawsHuddersfield/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"4b5c6d7e8f9a","Beesley Garden Maintenance","Wadebridge, Cornwall","gardening","Sole trader","","Beesleygarden@hotmail.com","https://www.facebook.com/BeesleyGardenMaintenance/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"5c6d7e8f9a0b","Jennifer McLoughlin Fitness PT Yoga","Ellon, Aberdeenshire","personal training","Sole trader","","jenfitpt@hotmail.com","https://www.facebook.com/jenfitptandyoga/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"6d7e8f9a0b1c","Claire's cat & pet sitting","Loughborough, Leicestershire","pet sitting","Sole trader","","clur_x@hotmail.com","https://www.facebook.com/ClairesCatSittingX/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"7e8f9a0b1c2d","Central Carpet Cleaning","Alloa, Scotland","carpet cleaning","Sole trader","","centralcarpetcleaning01@gmail.com","https://www.facebook.com/centralcarpetcleaning/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"8f9a0b1c2d3e","Pawsitively Purrfect Cat Sitting","Norwich, Norfolk","cat sitting","Sole trader","","hollyandreakaye@hotmail.com","https://www.facebook.com/p/Pawsitively-Purrfect-Cat-Sitting-Services-100070323450743/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"9a0b1c2d3e4f","Beauty by Paige","Essex","mobile nail tech","Sole trader","","beautybypaigegb@gmail.com","https://www.facebook.com/beautybypaigegb/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"0b1c2d3e4f5a","Carolyn Cantrell Mobile Hairdresser","Hull, East Yorkshire","mobile hairdresser","Sole trader","","CarolynCantrellHair@gmail.com","https://www.facebook.com/CarolynCantrellHair/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"1c2d3e4f5a6b","Cosy Cats Cat Sitting","Heywood, Greater Manchester","cat sitting","Sole trader","","rosiemurphy23@gmail.com","https://www.facebook.com/people/Cosy-Cats-Cat-Sitting/100094765766026/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"2d3e4f5a6b7c","The Iron Lady Hinckley","Hinckley, Leicestershire","ironing service","Sole trader","","Ironladyhinckley@gmail.com","https://www.facebook.com/ironladyhinckley/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"a1b2c3d4e5f6","Alex Walks Dogs Cardiff","Cardiff, Wales","dog walking","Sole trader","","alexwalksdogscdf@gmail.com","https://www.facebook.com/alexwalksdogscdf/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"b2c3d4e5f6a7","Durham Cat Sitting","Durham, County Durham","cat sitting","Sole trader","","kareninchliffe@gmail.com","https://www.facebook.com/kareninchliffe/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"c3d4e5f6a7b8","The Local Personal Trainer Wilmslow","Wilmslow, Cheshire","personal training","Sole trader","","thelocalptnw@gmail.com","https://www.facebook.com/thelocalpt","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"d4e5f6a7b8c9","Stay Home Cat Sitting Service","Ellesmere Port, Cheshire","cat sitting","Sole trader","","stayhomecatsittingservice@gmail.com","https://www.facebook.com/stayhomecatsittingservice/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"e5f6a7b8c9d0","TroJan Fitness","Queenborough, Kent","personal training","Sole trader","","trojanfitness2010@gmail.com","https://www.facebook.com/TroJanFitness2010/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"f6a7b8c9d0e1","Supersmoothers Laundry and Ironing","Limavady, Northern Ireland","laundry and ironing","Sole trader","","adrian.pinkerton@gmail.com","https://www.facebook.com/p/Supersmoothers-Laundry-Ironing-100063554713073/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"a7b8c9d0e1f2","Groom Groom","Dunfermline, Fife","dog grooming","Sole trader","","groomgroomdogs@gmail.com","https://www.facebook.com/groomgroomdogs/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"b8c9d0e1f2a3","Angela's Dog Walks","Barnsley, South Yorkshire","dog walking","Sole trader","","angelasdogwalks@gmail.com","https://www.facebook.com/angelasdogwalks/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"c9d0e1f2a3b4","Welcome Walks Somerset","Bridgwater, Somerset","dog walking","Sole trader","","welcomewalkssomerset@gmail.com","https://www.facebook.com/welcomewalkssomerset/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"d0e1f2a3b4c5","Serene Sanctuaries Cat Sitting","Bristol, BS5/BS16","cat sitting","Sole trader","","Serenesanctuariescattsitting@gmail.com","https://www.facebook.com/people/Serene-Sanctuaries-Cat-Sitting/61583273806363/","","No website found","8","services + contact","2026-06-11","OUTREACHED","Draft created"
"2a3b4c5d6e7f","Headington All Paws","Oxford","pet","Sole trader","+44 7561 521075","headingtonallpaws@hotmail.com","https://www.facebook.com/allpawsoxford/","https://www.facebook.com/allpawsoxford/","No website found","6","services + pricing + booking + coverage area","2026-06-11","OUTREACHED","Draft created"
"3b4c5d6e7f8a","Petsit Llanelli","Llanelli","pet","Sole trader","+44 7884 112568","petsitwales@gmail.com","https://www.facebook.com/petsitwales/","https://www.facebook.com/petsitwales/","No website found","6","services + pricing + booking + coverage area","2026-06-11","OUTREACHED","Draft created"
"4c5d6e7f8a9b","TLC Domestic Cleaner","London","cleaning","Sole trader","+44 7762 373778","tlcdomesticcleaner@gmail.com","https://www.facebook.com/p/TLC-Domestic-Cleaner-61550877613725/","https://www.facebook.com/p/TLC-Domestic-Cleaner-61550877613725/","No website found","6","services + coverage area + trust signals + contact","2026-06-11","OUTREACHED","Draft created"
"5d6e7f8a9b0c","Wren Gardening","Great Malvern","cleaning","Sole trader","+44 7919 448143","Wrengardeninguk@gmail.com","https://www.facebook.com/wrengardeninguk/","https://www.facebook.com/wrengardeninguk/","No website found","5","services + coverage area + trust signals + contact","2026-06-11","OUTREACHED","Draft created"
"6e7f8a9b0c1d","KENT Mobile Car Valeting","Maidstone","vehicles","Sole trader","+44 7809 384718","kentmobilecarvaleting@gmail.com","https://www.facebook.com/kentmobilevaleting/","https://www.facebook.com/kentmobilevaleting/","No website found","6","services + pricing + before-after gallery + contact","2026-06-11","OUTREACHED","Draft created"
"7f8a9b0c1d2e","Lancashire Painter Decorator","Lancashire","trades","Sole trader","+44 7466 349115","painter.george.uk@gmail.com","https://www.facebook.com/painter.george/","https://www.facebook.com/painter.george/","No website found","7","services + coverage area + portfolio + quote form","2026-06-11","OUTREACHED","Draft created"
"8a9b0c1d2e3f","Hayley's Hair Mobile Hairdresser","South Norfolk","hair","Sole trader","","hayley.keenes@gmail.com","https://www.facebook.com/hayleyshairnorfolk/","https://www.facebook.com/hayleyshairnorfolk/","No website found","7","services + pricing + gallery + booking","2026-06-11","OUTREACHED","Draft created"
"9b0c1d2e3f4a","Karen Wotherspoon Mobile Hairdresser","Coupar Angus","hair","Sole trader","+44 7901 615910","karenwotherspoon@hotmail.com","https://www.facebook.com/wotherspoonhair/","https://www.facebook.com/wotherspoonhair/","No website found","7","services + pricing + gallery + booking","2026-06-11","OUTREACHED","Draft created"
"0c1d2e3f4a5b","Floral and Lace","Hessle, Hull","weddings","Sole trader","+44 7784 758882","floralandlaceweddings@gmail.com","https://www.facebook.com/floralandlaceweddings/","https://www.facebook.com/floralandlaceweddings/","No website found","7","portfolio + packages + pricing + contact","2026-06-11","OUTREACHED","Draft created"
"1d2e3f4a5b6c","Lindsay Sharpe Driving Instructor","Spalding","education","Sole trader","+44 7990 571250","sharpedriving@gmail.com","https://www.facebook.com/LindsaySharpeDrivingInstructor/","https://www.facebook.com/LindsaySharpeDrivingInstructor/","No website found","6","subjects + pricing + qualifications + contact","2026-06-11","OUTREACHED","Draft created"
"a8f3c2d91e4b","T Divine Residential & Commercial Cleaning","South London","cleaning","Sole trader","07494 358854","mobile.housecleaner@gmail.com","https://www.facebook.com/mobile.housecleaner/","https://www.facebook.com/mobile.housecleaner/","No website found","4","services + coverage area + trust signals + contact","2026-06-12","OUTREACHED","Draft created"
"5e7a1b3d6f92","Hamilton Mobile Valeting","Hamilton, South Lanarkshire","vehicles","Sole trader","","Hamiltonmobilevaleting@gmail.com","https://www.facebook.com/p/Hamilton-Mobile-Valeting-61552943284024/","https://www.facebook.com/p/Hamilton-Mobile-Valeting-61552943284024/","No website found","4","services + pricing + before-after gallery + contact","2026-06-12","OUTREACHED","Draft created"
"c4d8e2f1a739","Lisa's Dog Grooming Salon","Dorchester","pet","Sole trader","07453 218814","mdgu58@gmail.com","https://www.facebook.com/lisasdoggroomingsalon/","https://www.facebook.com/lisasdoggroomingsalon/","Outdated site found","6","services + pricing + booking + coverage area","2026-06-12","OUTREACHED","Draft created"
"9b3c5e7a2f14","SalonRed Blackpool","Blackpool","beauty","Sole trader","01253 299414","salonredblackpool@gmail.com","https://www.facebook.com/salonredblackpool/","https://www.facebook.com/salonredblackpool/","Outdated site found","5","services + pricing + gallery + booking","2026-06-12","OUTREACHED","Draft created"
